input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
now 's,now 's,now_s,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2f/Capt._Della_H._Raney%2C_Army_Nurse_Corps%2C_who_now_heads_the_nursing_staff_at_the_station_hospital_at_Camp_Beale%2C_CA_-_NARA_-_535942.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\now_s.jpg,now 's,
now rock,now rock,now_rock,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d5/Fulk-Arkansas_Democrat_Building_Building%2C_Little_Rock%2C_now_lofts.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\now_rock.jpg,now rock,
nat geo,nat geo,nat_geo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/38/Chichen_Itza_Stone_Ring_Nat_Geo_1925_caption_cropped.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nat_geo.jpg,nat geo,
nat geo wild,nat geo wild,nat_geo_wild,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3e/Nat_Geo_Wild_HD_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nat_geo_wild.png,nat geo wild,
discovery,discovery,discovery,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/57/Space_Shuttle_Discovery_under_a_full_moon%2C_03-11-09.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\discovery.jpg,discovery,
crime investigation,crime investigation,crime_investigation,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4d/Crime_%2B_Investigation_Logo_10.2019.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\crime_investigation.svg,crime investigation,
animal planet,animal planet,animal_planet,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/07/Animal_Planet_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\animal_planet.svg,animal planet,
quest,quest,quest,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/36/Meta_Quest_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\quest.svg,quest,
love nature,love nature,love_nature,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0d/Love_Nature_logo_%282025%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\love_nature.svg,love nature,
sky kids,sky kids,sky_kids,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_kids.jpg,sky,
sky history,sky history,sky_history,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_history.jpg,sky,
sky mix,sky mix,sky_mix,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_mix.jpg,,
sky showcase,sky showcase,sky_showcase,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_showcase.jpg,sky,
sky witness,sky witness,sky_witness,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_witness.jpg,sky,
sky atlantic,sky atlantic,sky_atlantic,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_atlantic.jpg,sky,
sky max,sky,sky,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky.jpg,,
sky comedy,sky comedy,sky_comedy,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_comedy.jpg,sky,
sky documentaries,sky documentaries,sky_documentaries,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_documentaries.jpg,sky,
sky crime,sky crime,sky_crime,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_crime.jpg,sky,
sky nature,sky nature,sky_nature,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_nature.jpg,sky,
sky arts,sky arts,sky_arts,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_arts.jpg,sky,
sky sci-fi,sky sci fi,sky_sci_fi,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_sci_fi.jpg,sky,
sky replay,sky replay,sky_replay,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_replay.jpg,sky,
sky cinema premiere,sky cinema premiere,sky_cinema_premiere,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_premiere.jpg,sky,
sky cinema star movies,sky cinema star movies,sky_cinema_star_movies,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_star_movies.jpg,sky,
sky cinema drama,sky cinema drama,sky_cinema_drama,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_drama.jpg,sky,
sky cinema sci-fi & horror,sky cinema sci fi & horror,sky_cinema_sci_fi_horror,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_sci_fi_horror.jpg,sky,
sky cinema animation,sky cinema animation,sky_cinema_animation,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_animation.jpg,sky,
sky cinema family,sky cinema family,sky_cinema_family,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_family.jpg,sky,
sky cinema action,sky cinema action,sky_cinema_action,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_action.jpg,sky,
sky cinema comedy,sky cinema comedy,sky_cinema_comedy,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_comedy.jpg,sky,
sky cinema thriller,sky cinema thriller,sky_cinema_thriller,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_thriller.jpg,sky,
sky cinema hits,sky cinema hits,sky_cinema_hits,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_hits.jpg,sky,
sky cinema greats,sky cinema greats,sky_cinema_greats,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sky_cinema_greats.jpg,sky,
b4u movies,b4u movies,b4u_movies,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/98/B4umovies.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\b4u_movies.jpg,b4u movies,
b4u music,b4u music,b4u_music,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/74/B4U_Music_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\b4u_music.png,b4u music,
brit asia,brit asia,brit_asia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/89/SFEC_BritMus_Asia_022.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\brit_asia.jpg,brit asia,
colors,colors,colors,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b1/Colouring_pencils.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\colors.jpg,colors,
hum europe,hum europe,hum_europe,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2c/20231212_Ukraine_Moldova_ECHO_funded_hum_assistance.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\hum_europe.png,hum europe,
rishtey cineplex,rishtey cineplex,rishtey_cineplex,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/aa/Colors_Cineplex_Superhits_logo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rishtey_cineplex.jpg,rishtey cineplex,
rishtey tv,rishtey,rishtey,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/19/Colors_Rishtey_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rishtey.png,rishtey,
sony max,sony,sony,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/Sony_A77.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sony.jpg,sony,
sony sab tv,sony sab,sony_sab,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9b/Sony_SAB_Logo_%282022%29.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sony_sab.png,sony sab,
sony tv,sony,sony,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sony.jpg,,
utsav bharat,utsav bharat,utsav_bharat,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/47/A_para-medical_staff_administering_pulse_polio_dose_to_a_child_at_Bharat_Nirman_Navoday_Utsav_camp_at_Baneswar%2C_West_Bengal_on_December_21%2C_2008.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\utsav_bharat.jpg,utsav bharat,
utsav gold,utsav gold,utsav_gold,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/86/Krishna_and_Radha_playing_fire_crackers_from_left_panel_in_Maratha_painting_style_in_decoration_of_Krishnamai_Yatra%2C_Wai.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\utsav_gold.png,utsav gold,
utsav plus,utsav,utsav,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/72/Utsav_Rock_Garden_Entrance_Gate.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\utsav.jpg,utsav,
zee cinema,zee cinema,zee_cinema,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b4/Zee_Anmol_Cinema_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\zee_cinema.png,zee cinema,
zee tv,zee,zee,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Zee_Pruk_Panich_at_Maya_TV_Awards_2023%2C_24_June_2023_02.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\zee.png,zee,
bbc america,bbc america,bbc_america,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bbc_america.svg,,
paramount,paramount,paramount,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f9/Paramount_%2836369%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\paramount.jpg,paramount,
usa | epl | bou v mun,epl bou v mun,epl_bou_v_mun,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f5/Blondi_Flauii_..._De_Roma_instaurata_libri_tres_..._%3B_Blondi_Flauii_..._De_Italia_illustrata_opus_-_tum_propter_historia%28rum%29_cognitionem%2C_tum_propter_loco%28rum%29_descriptionem_valde_necessarium_%28IA_ARes55107%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\epl_bou_v_mun.png,epl bou v mun,
usa,usa,usa,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fd/National_Park_Service_9-11_Statue_of_Liberty_and_WTC_fire.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\usa.jpg,usa,
a&e,a & e,a_e,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Grumman_E-2C_Hawkeyes_of_VAW-115_fly_past_Mount_Fuji_on_15_February_2007_%28070215-N-2604L-024%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\a_e.jpg,a & e,
tbs,tbs,tbs,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/34/TBS_Superstation_1996_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tbs.png,tbs,
tnt,tnt,tnt,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tnt.jpg,,
syfy,syfy,syfy,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/52/Sci-Fi_Channel_1999_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\syfy.png,syfy,
hgtv,hgtv,hgtv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/be/HGTV_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\hgtv.svg,hgtv,
nbc ny,nbc ny,nbc_ny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9b/WPTV-TV_NBC_5_West_Palm_Beach%2C_Florida_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_ny.svg,nbc ny,
nbc dallas,nbc dallas,nbc_dallas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/96/KXAS-TV_2012_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_dallas.png,nbc dallas,
nbc la,nbc la,nbc_la,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/75/NBC_News_2013.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_la.svg,nbc la,
cbs ny,cbs ny,cbs_ny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fd/Csi_new_york_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs_ny.svg,cbs ny,
cbs dallas,cbs dallas,cbs_dallas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5d/CBS_DFW_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs_dallas.svg,cbs dallas,
cbs la,cbs la,cbs_la,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c3/KCBS-TV_NewsCentral_logo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs_la.jpg,cbs la,
abc ny,abc ny,abc_ny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/df/Murray_Lender_ABC%2C_NY_Interview_001_%289590827578%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\abc_ny.jpg,abc ny,
abc dallas,abc dallas,abc_dallas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/65/WFAA_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\abc_dallas.svg,abc dallas,
abc la,abc la,abc_la,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fa/Antimonumento_de_la_Guarder%C3%ADa_ABC_02.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\abc_la.jpg,abc la,
fox ny,fox ny,fox_ny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8e/Alaska_Red_Fox_%28Vulpes_vulpes%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_ny.jpg,fox ny,
fox dallas,fox dallas,fox_dallas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Fox_In_The_Snow_-_Courbet_%281860%29.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_dallas.jpg,fox dallas,
fox la,fox la,fox_la,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/29/Philip_F._La_Follette_is_named_governor_of_Wisconsin%2C_1938.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_la.jpg,fox la,
msnbc,msnbc,msnbc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c2/MS_NOW_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\msnbc.svg,msnbc,
fox news,fox news,fox_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d4/Fox_News_Channel_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_news.png,fox news,
abc news,abc news,abc_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2a/ABC_News_logo_2021.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\abc_news.svg,abc news,
cbs news,cbs news,cbs_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/dc/CBS_News_logo_%282020%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cbs_news.svg,cbs news,
one america news,one america news,one_america_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7d/Air_Force_One_over_Mt._Rushmore.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\one_america_news.jpg,one america news,
bloomberg tv,bloomberg,bloomberg,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\bloomberg.png,,
fox business,fox business,fox_business,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3a/FOX_Business_Network_-_Money_for_Breakfast_set.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_business.jpg,fox business,
cnbc,cnbc,cnbc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/95/CNBC_Squawk_on_the_Street_studio_set_201207.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cnbc.jpg,cnbc,
cnbc world,cnbc world,cnbc_world,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/85/CNBC_World_Economic_Forum_debate.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cnbc_world.jpg,cnbc world,
cspan,cspan,cspan,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/27/While_in_flight%2C_US_Air_Force_%28USAF%29_Captain_%28CAPT%29_Martin_Daack%2C_a_pilot_instructor_from_Grand_Forks_Air_Force_Base_%28AFB%29%2C_listens_as_Cable_Satellite_Public_Affairs_Network_%28CSPAN%29_-_DPLA_-_44088d9864c46cb398284ed49a34220c.jpeg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cspan.jpeg,cspan,
food,food,food,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/23/M%C3%BCnster%2C_Aasee%2C_Restaurants_--_2019_--_3464-8.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\food.jpg,food,
cooking,cooking,cooking,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a6/2276Home_cooking_in_the_Philippines_59.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cooking.jpg,cooking,
american hero,american hero,american_hero,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fa/The_Greatest_American_Hero_%2813948198067%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\american_hero.jpg,american hero,
destination america,destination america,destination_america,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/57/Destination_America_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\destination_america.svg,destination america,
viceland,vicel&,vicel,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/45/Ploceus_velatus_beak_open.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\vicel.jpg,vicel&,
sportsman,sportsman,sportsman,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/61/Sergey_Lapushkin_Stoneham_2012.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsman.jpg,sportsman,
magnolia,magnolia,magnolia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4b/Vrucht_van_een_Magnolia%2C_29-09-2024._%28d.j.b.%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\magnolia.jpg,magnolia,
fyi,fyi,fyi,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/26/Biography_Channel_%281999-2007%29_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fyi.svg,fyi,
outdoor,outdoor,outdoor,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7e/Children_playing_at_sunset_on_a_Mekong_bank_in_Si_Phan_Don.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\outdoor.jpg,outdoor,
world fishing,world fishing,world_fishing,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/38/Lower_Manhattan_from_Governors_Island_with_a_fishing_boat_%2846294p%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\world_fishing.jpg,world fishing,
outside tv,outside,outside,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/96/Outside_logo_2020.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\outside.png,outside,
national geographic,national geographic,national_geographic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3e/The_National_Geographic_Magaine_-_February_1910_Volume_21_Number_2.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\national_geographic.jpg,national geographic,
history,history,history,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e3/Confederate_100_Dollars.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\history.jpg,history,
discovery family,discovery family,discovery_family,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c0/Discovery_Family_Logo_%282014%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\discovery_family.svg,discovery family,
